COD_ACTE,DT_MODIF,NOM_LONG
JHFA004,2024-11-04,"Ex‚rŠse d'un kyste de l'‚pididyme, par abord scrotal"
JHFA005,2024-11-04,"Orchidectomie, par abord inguinal"
JHFA006,2024-11-04,"Orchidectomie avec pose de prothŠse testiculaire, par abord inguinal"
JHFA007,2024-11-04,Ex‚rŠse de l‚sion des corps caverneux du p‚nis
JHFA008,2024-11-04,"Orchidectomie ‚largie au cordon spermatique [Orchi‚pididymectomie], par abord inguinal"
JHFA009,2024-11-04,Posthectomie
LALA001,2024-11-04,Pose de plusieurs implants intraosseux crƒniens et/ou faciaux pour fixation d'‚pithŠse
LALA002,2024-11-04,Pose d'un implant intraosseux crƒnien ou facial pour fixation d'‚pithŠse ou d'appareillage auditif ost‚o-int‚gr‚
LALA469,2024-11-04,Pose d'un appareillage auditif … conduction osseuse dans l'os temporal
LALB001,2024-11-04,Pose de moyen de liaison sur implants crƒniens et/ou faciaux
LAMA001,2024-11-04,"Reconstruction du tiers lat‚ral du massif facial pour syndrome malformatif, par abord facial et par abord coronal"
LAMA002,2024-11-04,R‚paration d'une fente craniofaciale impliquant l'orbite avec abord de l'‚tage ant‚rieur de la base du crƒne
LAMA003,2024-11-04,"R‚fection de la paroi m‚diale de l'orbite, par abord facial"
LAMA004,2024-11-04,"Remodelage du rebord de l'orbite sans autogreffe, par abord direct"
LAMA005,2024-11-04,"R‚fection de la paroi m‚diale de l'orbite, par abord coronal"
LAMA006,2024-11-04,"Remodelage du p“le post‚rieur du crƒne, par abord direct"
LAMA007,2024-11-04,"R‚fection du plancher de l'orbite, par abord direct"
LAMA008,2024-11-04,R‚fection de paroi de l'orbite avec r‚paration d'un d‚labrement de la r‚gion orbitaire et de son contenu
LAMA009,2024-11-04,Cranioplastie de la vo–te
LAMA010,2024-11-04,"Remodelage du rebord de l'orbite avec autogreffe osseuse, par abord direct"
LAMA011,2024-11-04,R‚paration d'une fente craniofaciale impliquant l'orbite sans abord de l'‚tage ant‚rieur de la base du crƒne
LAMA012,2024-11-04,"Comblement d'une d‚pression de la r‚gion orbitofaciale, sans exent‚ration de l'orbite, par mat‚riau inerte ou autogreffe"
GFQX004,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse d'une lobectomie pulmonaire, sans r‚section de c“te ni de vertŠbre"
GFQX005,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse d'une lobectomie pulmonaire, avec r‚section de c“te et/ou de vertŠbre"
GFQX006,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse pulmonaire non anatomique et/ou de segmentectomie, non diff‚renci‚es, sans r‚section de c“te ni de vertŠbre"
AHFA004,2024-11-04,"Ex‚rŠse de tumeur d'un nerf spinal sans r‚paration imm‚diate, par abord direct"
AHFA005,2024-11-04,"R‚section du nerf pr‚sacral, par laparotomie"
AHFA007,2024-11-04,"Ex‚rŠse de l‚sion de la queue de cheval sur un ‚tage vert‚bral, par abord post‚rieur"
AHFA008,2024-11-04,"Ex‚rŠse de tumeur du plexus brachial ou du plexus lombosacral avec r‚paration imm‚diate, par abord direct"
AHFA009,2024-11-04,Pr‚lŠvement perop‚ratoire d'autogreffe nerveuse sur un membre diff‚rent du membre op‚r‚
AHFA010,2024-11-04,"Ex‚rŠse de tumeur nerveuse cervicale profonde, par cervicotomie"
BJDA001,2024-11-04,Myopexie bilat‚rale r‚tro‚quatoriale des muscles oculomoteurs
BJDA002,2024-11-04,Myopexie unilat‚rale r‚tro‚quatoriale des muscles oculomoteurs
BJEA001,2024-11-04,Transposition de muscles oculomoteurs pour suppl‚ance
BJEA002,2024-11-04,R‚insertion posttraumatique de muscle oculomoteur
CCFA001,2024-11-04,"Labyrinthectomie partielle ou totale, par abord direct"
CCNB001,2024-11-04,"Destruction du labyrinthe par injection d'agent pharmacologique, par voie transtympanique"
CCPA001,2024-11-04,"D‚compression intralabyrinthique par abord des fenˆtres, sans laser"
CCPA002,2024-11-04,"D‚compression intralabyrinthique par abord des fenˆtres, avec laser"
CCPA003,2024-11-04,D‚compression ou d‚rivation du sac endolymphatique
CCRA001,2024-11-04,lectrostimulation de l'oreille interne avec d‚collement du lambeau tympanom‚atal
CCRD001,2024-11-04,"lectrostimulation transtympanique de l'oreille interne sous anesth‚sie g‚n‚rale, avec enregistrement"
CCRD002,2024-11-04,lectrostimulation transtympanique de l'oreille interne sans anesth‚sie g‚n‚rale
CCSA001,2024-11-04,Fermeture de fistule de p‚rilymphe
CDGA001,2024-11-04,Ablation d'un implant auditif … ‚lectrodes intracochl‚aires
CDLA002,2024-11-04,Pose d'un implant auditif … ‚lectrodes du tronc c‚r‚bral
CDLA003,2024-11-04,Pose d'un implant auditif … ‚lectrodes intracochl‚aires
CDLA004,2024-11-04,Pose d'un implant auditif … ‚lectrodes extracochl‚aires
CDMP001,2024-11-04,Conditionnement d'un enfant pour test audiom‚trique sans mesure
CDMP002,2024-11-04,S‚ance d'adaptation et de r‚glage secondaires d'implant auditif … ‚lectrodes intracochl‚aires ou … ‚lectrodes du tronc c‚r‚bral
CDQD001,2024-11-04,Tubomanom‚trie auditive [Sonotubomanom‚trie]
CDQD002,2024-11-04,Sonomanom‚trie
CDQP002,2024-11-04,Audiom‚trie tonale et vocale avec tympanom‚trie
CDQP004,2024-11-04,Enregistrement des produits de distorsion des oto‚missions
CDQP005,2024-11-04,Audiom‚trie en hautes fr‚quences
CDQP006,2024-11-04,"Enregistrement des potentiels ‚voqu‚s auditifs pr‚coces pour recherche de seuil, ‚tude des temps de conduction et mesure des amplitudes, sans anesth‚sie g‚n‚rale"
CDQP007,2024-11-04,Audiom‚trie en champ libre et en cabine chez l'enfant [tests conditionn‚s]
CDQP008,2024-11-04,Enregistrement des potentiels ‚voqu‚s auditifs de moyennes et de longues latences avec mesure des amplitudes et latences des r‚ponses
CDQP009,2024-11-04,Enregistrement des oto‚missions
CDQP010,2024-11-04,Audiom‚trie tonale ou vocale
CDQP011,2024-11-04,Audiom‚trie vocale dans le bruit
CDQP012,2024-11-04,Audiom‚trie tonale et vocale
CDQP013,2024-11-04,Audiom‚trie avec tests osmotiques
DGFA012,2024-11-04,"Thrombectomie d'un pontage ou d'une thromboendart‚riectomie de l'aorte abdominale ou de ses branches, par abord inguinof‚moral"
AHQP003,2024-11-04,"Mesure des vitesses de conduction motrice et de l'amplitude des r‚ponses musculaires de 2 … 4 nerfs, sans ‚tude de la conduction proximale"
AHQP004,2024-11-04,Enregistrement des potentiels moteurs par stimulation corticale et/ou spinale
AHQP005,2024-11-04,"lectromyographie du diaphragme par ‚lectrodes de surface, sans ‚preuve de stimulation du nerf phr‚nique"
AHQP006,2024-11-04,lectromyographie de d‚tection des muscles du larynx par ‚lectrode externe
AHQP007,2024-11-04,"lectromyographie du diaphragme par ‚lectrodes de surface, avec ‚preuve de stimulation du nerf phr‚nique"
AHQP008,2024-11-04,"Mesure des vitesses de conduction motrice et de l'amplitude des r‚ponses musculaires de 2 … 4 nerfs, avec ‚tude de la conduction proximale sur au moins 2 nerfs"
AHQP009,2024-11-04,"Mesure des vitesses de conduction motrice et de l'amplitude des r‚ponses musculaires de 5 nerfs ou plus, avec ‚tude de la conduction proximale sur au moins 4 nerfs"
AHQP010,2024-11-04,"Mesure des vitesses de conduction motrice et de l'amplitude des r‚ponses musculaires de 5 nerfs ou plus, sans ‚tude de la conduction proximale"
DFQH001,2024-11-04,"Art‚riographie s‚lective du tronc et/ou des branches de l'artŠre pulmonaire, par voie veineuse transcutan‚e"
DFQH002,2024-11-04,"Art‚riographie hypers‚lective des artŠres pulmonaires, par voie veineuse transcutan‚e"
DFQL001,2024-11-04,"Recherche d'une thrombose art‚rielle pulmonaire, par injection de traceur radio-isotopique sp‚cifique"
DFSA001,2024-11-04,"Suppression de circulation syst‚mique pulmonaire, par thoracotomie"
DFSA002,2024-11-04,"Fermeture de fistule ou exclusion d'an‚vrisme art‚rioveineux pulmonaire, par thoracotomie sans CEC"
DFSF001,2024-11-04,"Oblit‚ration d'an‚vrisme sacculaire de l'artŠre pulmonaire, par voie veineuse transcutan‚e"
DFSF002,2024-11-04,"Embolisation de fistule art‚rioveineuse intrathoracique, par voie art‚rielle transcutan‚e"
DGAA002,2024-11-04,"Angioplastie d'‚largissement ou r‚section-anastomose d'une st‚nose de l'aorte thoracique horizontale et de l'isthme aortique avec r‚paration de l‚sion intracardiaque, par thoracotomie avec CEC"
AAQP900,2024-11-04,"Electroenc‚phalographie avec mod‚lisation de sources, sur 32 d‚rivations ou plus"
ABCA001,2024-11-04,"Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie"
ABCA002,2024-11-04,"D‚rivation p‚riton‚ale ou atriale du liquide c‚r‚brospinal ventriculaire, par abord direct"
ABCA003,2024-11-04,"D‚rivation p‚riton‚ale d'une collection subdurale du liquide c‚r‚brospinal crƒnien, par abord direct"
ABCA004,2024-11-04,"D‚rivation p‚riton‚ale ou atriale de kyste intracrƒnien, par abord direct"
BFLA900,2024-11-04,"Insertion d'un deuxiŠme systŠme optique intraoculaire, au cours d'une extraction du cristallin"
BFPA002,2024-11-04,"Capsulotomie ou ex‚rŠse partielle ou totale de reliquats de la capsule du cristallin, par k‚ratotomie"
BFPP001,2024-11-04,"Capsulotomie du cristallin pour cataracte secondaire, avec laser"
BFQM001,2024-11-04,Biom‚trie oculaire par ‚chographie avec mesure des diff‚rents paramŠtres oculaires pour d‚termination de la puissance d'un implant
BGBA002,2024-11-04,Tamponnement intraoculaire provisoire par utilisation perop‚ratoire de perfluorocarbone
BGCA002,2024-11-04,Suture de plaie de la sclŠre
ABHB002,2024-11-04,"Ponction de liquide c‚r‚brospinal ou de collection intracrƒnienne, par voie transfontanellaire"
ABJA001,2024-11-04,"vacuation d'une h‚morragie intraventriculaire c‚r‚brale, par craniotomie"
ABJA002,2024-11-04,"vacuation d'un h‚matome subdural aigu, par craniotomie"
DGMA001,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale avec prothŠse, par thoracotomie sans CEC"
DGMA002,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale sans prothŠse, avec r‚paration du tronc art‚riel commun [truncus arteriosus], par thoracotomie avec CEC"
DGMA005,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale avec r‚paration de l‚sion intracardiaque associ‚e, par thoracotomie avec CEC"
DGMA009,2024-11-04,"Plastie d'une st‚nose supraorificielle de l'aorte, par thoracotomie avec CEC"
DGMA010,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale avec prothŠse, par thoracotomie avec CEC"
DGMA011,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale sans prothŠse, par thoracotomie sans CEC"
DGMA012,2024-11-04,"Correction d'une interruption de l'aorte thoracique horizontale sans prothŠse, par thoracotomie avec CEC"
ADKA001,2024-11-04,"Changement d'un g‚n‚rateur de stimulation du nerf vague, par abord direct"
ADLA001,2024-11-04,"Implantation d'un stimulateur du nerf vague, par abord direct"
ADLB001,2024-11-04,Infiltration th‚rapeutique de branche terminale du nerf trijumeau
DBSF001,2024-11-04,"Fermeture d'une d‚hiscence par d‚sinsertion de prothŠse orificielle cardiaque, par voie vasculaire transcutan‚e"
DCFA001,2024-11-04,"P‚ricardectomie subtotale, par thoracotomie"
DCJA001,2024-11-04,"Drainage d'une collection du p‚ricarde, par thoracotomie ou par abord infraxipho‹dien"
DCMA001,2024-11-04,"Cr‚ation d'une fenˆtre p‚ricardop‚riton‚ale, par abord infraxipho‹dien"
DCMC001,2024-11-04,"Cr‚ation d'une fenˆtre p‚ricardopleurale, par thoracoscopie"
DDAA002,2024-11-04,"Angioplastie d'‚largissement du tronc commun de l'artŠre coronaire gauche, par thoracotomie avec CEC"
DDAF001,2024-11-04,"Dilatation intraluminale d'un vaisseau coronaire sans pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF003,2024-11-04,"Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF004,2024-11-04,"Dilatation intraluminale de 2 vaisseaux coronaires avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF006,2024-11-04,"Dilatation intraluminale d'un vaisseau coronaire avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF007,2024-11-04,"Dilatation intraluminale de 2 vaisseaux coronaires avec art‚riographie coronaire, avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF008,2024-11-04,"Dilatation intraluminale d'un vaisseau coronaire avec art‚riographie coronaire, avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF009,2024-11-04,"Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec art‚riographie coronaire, avec pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
DDAF010,2024-11-04,"Dilatation intraluminale d'un vaisseau coronaire avec art‚riographie coronaire, sans pose d'endoprothŠse, par voie art‚rielle transcutan‚e"
CDQP014,2024-11-04,"Enregistrement des potentiels ‚voqu‚s auditifs pr‚coces pour recherche de seuil, ‚tude des temps de conduction et mesure des amplitudes, sous anesth‚sie g‚n‚rale"
CDQP015,2024-11-04,Audiom‚trie tonale avec tympanom‚trie
CDQP016,2024-11-04,Audiom‚trie automatique
BBQL001,2024-11-04,Scintigraphie unilat‚rale ou bilat‚rale des voies lacrymales
BBQP001,2024-11-04,Exploration fonctionnelle des flux lacrymaux
BBSP001,2024-11-04,"Fermeture d'un point lacrymal, par caut‚risation ou avec laser"
BCBP001,2024-11-04,Recouvrement conjonctival partiel ou total de la corn‚e
BCCA001,2024-11-04,Suture de plaie de la conjonctive
BCFA003,2024-11-04,"Ex‚rŠse primitive de pt‚rygion, avec autogreffe de conjonctive ou de muqueuse"
BCFA004,2024-11-04,"Ex‚rŠse de l‚sion de la conjonctive, avec autogreffe de muqueuse"
BCFA005,2024-11-04,"Ex‚rŠse de pt‚rygion r‚cidivant, avec autogreffe de conjonctive ou de muqueuse"
BGFA001,2024-11-04,"Vitrectomie par scl‚rotomie post‚rieure, sans coagulation de la r‚tine"
BGFA002,2024-11-04,"Ex‚rŠse de n‚ovaisseaux choro‹diens de topographie maculaire, par r‚tinotomie"
BGFA003,2024-11-04,"Vitrectomie avec dissection des membranes, coagulation et tamponnement intraoculaire ou indentation transscl‚rale, pour r‚tinopathie du pr‚matur‚"
BGFA004,2024-11-04,Ex‚rŠse de tumeur de la choro‹de sans iridocyclectomie
BGFA005,2024-11-04,"Vitrectomie par scl‚rotomie post‚rieure, avec dissection du cortex vitr‚en [pelage] et tamponnement interne par gaz"
BGFA006,2024-11-04,"Vitrectomie par scl‚rotomie post‚rieure, avec coagulation transscl‚rale de la r‚tine sans tamponnement"
BLQP002,2024-11-04,"Campim‚trie ou p‚rim‚trie manuelle ou automatis‚e, sans programme sp‚cifique de mesure de seuils"
BLQP003,2024-11-04,"Mesure de l'acuit‚ visuelle, par ‚tude de la sensibilit‚ au contraste"
BLQP004,2024-11-04,"Campim‚trie ou p‚rim‚trie manuelle ou automatis‚e, avec programmes sp‚cifiques de mesure de seuils"
BLQP005,2024-11-04,Mesure de l'adaptation visuelle … l'obscurit‚ avec courbe d'adaptation
BLQP007,2024-11-04,Exploration du sens chromatique [vision des couleurs] par assortiment
BLQP008,2024-11-04,Exploration du sens chromatique [vision des couleurs] par ‚preuves pseudo-isochromatiques
BLQP009,2024-11-04,Enregistrement des potentiels ‚voqu‚s visuels par inversion du stimulus de contraste
BLQP010,2024-11-04,Examen de la vision binoculaire
BLQP011,2024-11-04,Mesure de l'acuit‚ visuelle potentielle par interf‚rom‚trie au laser
DDEA001,2024-11-04,"R‚implantation d'une artŠre coronaire pour anomalie cong‚nitale d'origine, par thoracotomie avec CEC"
DDFF001,2024-11-04,"Ath‚rectomie intraluminale d'artŠre coronaire par m‚thode rotatoire [rotationnelle], par voie art‚rielle transcutan‚e"
DDFF002,2024-11-04,"Ath‚rectomie intraluminale d'artŠre coronaire, par voie art‚rielle transcutan‚e"
DDLF001,2024-11-04,"Injection in situ d'agent pharmacologique dans une branche d'artŠre coronaire pour r‚duction de l'‚paisseur du septum interventriculaire, par voie art‚rielle transcutan‚e"
DDMA003,2024-11-04,"Revascularisation coronaire par 3 greffons art‚riels avec 3 anastomoses distales, par thoracotomie avec CEC"
DDMA004,2024-11-04,"Revascularisation coronaire par greffon veineux avec 4 anastomoses distales ou plus, par thoracotomie avec CEC"
DDMA005,2024-11-04,"Revascularisation coronaire par 2 greffons art‚riels et par greffon veineux avec 3 anastomoses distales, par thoracotomie avec CEC"
AJLH020,2024-11-04,"Infiltration th‚rapeutique du ganglion cervicothoracique [stellaire], avec guidage radiologique"
AJLJ001,2024-11-04,"Infiltration anesth‚sique des nerfs splanchniques avec ‚valuation diagnostique et pronostique, avec guidage ‚chographique"
AJLJ002,2024-11-04,"Infiltration th‚rapeutique transgastrique des nerfs splanchniques, avec guidage ‚choendoscopique"
AJLJ003,2024-11-04,"Infiltration anesth‚sique du plexus coeliaque avec ‚valuation diagnostique et pronostique, avec guidage ‚chographique"
AJNA001,2024-11-04,"Destruction chimique unilat‚rale ou bilat‚rale de la chaŒne splanchnique, par laparotomie"
